Facility ID,Hospital Name,Detailed Region,Region,Procedure,Year of Hospital Discharge,Number of Cases,Number of Deaths,Observed Mortality Rate,Expected Mortality Rate,Risk-Adjusted Mortality Rate,Lower Limit of Confidence Interval,Upper Limit of Confidence Interval,Comparison Results
925,Good Sam-West Islip,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2011-2013,250,7,2.8,2.12,3.72,1.49,7.66,Rate not different than Statewide Rate
58,UHS-Wilson Med Ctr,Central NY,Central NY,CABG,2012,146,7,4.79,1.92,3.66,1.47,7.54,Rate significantly higher than Statewide Rate
215,Millard Fillmore Hosp,Western NY - Buffalo,Western NY - Buffalo,CABG,2012,59,0,0,0.91,0,0,10.01,Rate not different than Statewide Rate
245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2009-2011,1197,40,3.34,2.82,3.57,2.55,4.86,Rate not different than Statewide Rate
943,St. Catherine of Siena,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2011,199,1,0.5,0.53,0.62,0.01,3.47,Rate not different than Statewide Rate
215,Millard Fillmore Hosp,Western NY - Buffalo,Western NY - Buffalo,Valve or Valve/CABG,2008-2010,279,13,4.66,3.02,7.1,3.77,12.14,Rate not different than Statewide Rate
1288,Brooklyn Hosp.Downtown,Kings,NY Metro - NYC,Non-Emergency PCI,2017,99,0,0,0.54,0,0,5.39,Rate not different than Statewide Rate
245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,All PCI,2011,1479,23,1.56,1.23,1.22,0.77,1.84,Rate not different than Statewide Rate
116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,Valve or Valve/CABG,2011-2013,99,8,8.08,1.94,14.37,6.19,28.31,Rate significantly higher than Statewide Rate
913,Huntington Hospital,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2013,386,2,0.52,0.67,0.57,0.06,2.06,Rate not different than Statewide Rate
411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2011-2013,951,28,2.94,1.93,4.3,2.86,6.21,Rate significantly higher than Statewide Rate
413,Strong Memorial Hosp,Western NY - Rochester,Western NY - Rochester,CABG,2012,283,8,2.83,1.46,2.84,1.22,5.59,Rate not different than Statewide Rate
511,Winthrop Univ. Hosp,NY Metro - Long Island,NY Metro - Long Island,All PCI,2012,981,11,1.12,1.31,0.86,0.43,1.53,Rate not different than Statewide Rate
511,Winthrop Univ. Hosp,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2009-2011,359,8,2.23,3.07,2.19,0.94,4.32,Rate not different than Statewide Rate
541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2010-2012,1092,42,3.85,4.32,3.33,2.4,4.5,Rate not different than Statewide Rate
598,St. Elizabeth Med Ctr,Central NY,Central NY,CABG,2013,211,7,3.32,2.12,2.88,1.15,5.93,Rate not different than Statewide Rate
0,NYS - All Hospitals,New York State,New York State,CABG,2013,8168,150,1.84,1.84,1.84,,,Statewide Rate
779,Good Sam - Suffern,NY Metro - New Rochelle,NY Metro - New Rochelle,CABG,2013,108,3,2.78,1.79,2.86,0.57,8.34,Rate not different than Statewide Rate
635,Univ. Hosp-Upstate,Central NY,Central NY,Non-Emergency PCI,2012,157,4,2.55,1.04,1.57,0.42,4.02,Rate not different than Statewide Rate
5,St. Peters Hosp.,Capital District,Capital District,All PCI,2012,663,8,1.21,1.03,1.17,0.5,2.3,Rate not different than Statewide Rate
213,Mercy Hospital,Western NY - Buffalo,Western NY - Buffalo,All PCI,2010,661,10,1.51,0.96,1.32,0.63,2.42,Rate not different than Statewide Rate
511,Winthrop Univ. Hosp,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2012,831,4,0.48,0.72,0.43,0.12,1.1,Rate not different than Statewide Rate
1306,NYP-Brooklyn Methodist,Kings,NY Metro - NYC,Emergency PCI,2012-2014,300,15,5,3.67,4,2.24,6.61,Rate not different than Statewide Rate
977,Cayuga Med Ctr Ithaca,Central NY,Central NY,Emergency PCI,2009-2011,59,2,3.39,2.58,3.97,0.45,14.32,Rate not different than Statewide Rate
0207,Buffalo General Med Ctr,Western NY - Buffalo,Western NY - Buffalo,Non-Emergency PCI,2017,1020,4,0.39,0.77,0.4,0.11,1.01,Rate not different than Statewide Rate
913,Huntington Hospital,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2010-2012,203,1,0.49,1.68,0.81,0.01,4.52,Rate not different than Statewide Rate
829,Ellis Hospital,Capital District,Capital District,All PCI,2010,525,4,0.76,1.01,0.64,0.17,1.63,Rate not different than Statewide Rate
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,Non-Emergency PCI,2014,1405,8,0.57,0.55,0.77,0.33,1.51,Rate not different than Statewide Rate
541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2011,1276,8,0.63,0.76,0.54,0.23,1.07,Rate not different than Statewide Rate
1469,Mount Sinai St. Lukes,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2012-2014,261,6,2.3,2.77,2.63,0.96,5.73,Rate not different than Statewide Rate
599,Faxton - St. Lukes,Central NY,Central NY,All PCI,2013,276,5,1.81,1.18,1.76,0.57,4.1,Rate not different than Statewide Rate
213,Mercy Hospital,Western NY - Buffalo,Western NY - Buffalo,All PCI,2013,931,5,0.54,0.95,0.65,0.21,1.51,Rate not different than Statewide Rate
913,Huntington Hospital,NY Metro - Long Island,NY Metro - Long Island,All PCI,2010,114,1,0.88,1.71,0.43,0.01,2.39,Rate not different than Statewide Rate
0977,Cayuga Med Ctr Ithaca,Central NY,Central NY,Non-Emergency PCI,2017,74,1,1.35,0.69,1.53,0.02,8.49,Rate not different than Statewide Rate
630,St. Josephs Hospital,Central NY,Central NY,CABG,2012,383,4,1.04,1.31,1.17,0.31,2.99,Rate not different than Statewide Rate
924,Southside Hospital,NY Metro - Long Island,NY Metro - Long Island,CABG,2012,124,2,1.61,1.74,1.35,0.15,4.89,Rate not different than Statewide Rate
599,Faxton - St. Lukes,Central NY,Central NY,Non-Emergency PCI,2013,227,2,0.88,0.9,0.73,0.08,2.62,Rate not different than Statewide Rate
58,UHS - Wilson Med Ctr,Central NY,Central NY,Valve or Valve/CABG,2009-2011,238,6,2.52,3.44,3.1,1.13,6.74,Rate not different than Statewide Rate
511,Winthrop Univ. Hosp,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2008-2010,349,11,3.15,3.34,3,1.49,5.36,Rate not different than Statewide Rate
598,St. Elizabeth Med Ctr,Central NY,Central NY,Emergency PCI,2009-2011,404,13,3.22,3.52,2.76,1.47,4.72,Rate not different than Statewide Rate
746,M I Bassett Hospital,Capital District,Capital District,Emergency PCI,2008-2010,280,9,3.21,2.53,4.04,1.84,7.67,Rate not different than Statewide Rate
694,St. Lukes Cornwall Hosp,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2012,261,2,0.77,0.74,0.66,0.07,2.4,Rate not different than Statewide Rate
213,Mercy Hospital,Western NY - Buffalo,Western NY - Buffalo,Non-Emergency PCI,2010,494,4,0.81,0.39,1.06,0.29,2.72,Rate not different than Statewide Rate
0636,Crouse Hospital,Central NY,Central NY,Non-Emergency PCI,2017,317,5,1.58,0.7,1.77,0.57,4.13,Rate not different than Statewide Rate
66,Olean General Hosp.,Western NY - Buffalo,Western NY - Buffalo,Emergency PCI,2011-2013,10,0,0,1.37,0,0,75.48,Rate not different than Statewide Rate
1458,NYP-Weill Cornell,Manhattan,NY Metro - NYC,Non-Emergency PCI,2014,1070,3,0.28,0.81,0.26,0.05,0.75,Rate not different than Statewide Rate
245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,CABG,2012,203,2,0.99,1.42,1.02,0.11,3.67,Rate not different than Statewide Rate
5,St. Peters Hosp.,Capital District,Capital District,Non-Emergency PCI,2012,487,4,0.82,0.63,0.84,0.23,2.15,Rate not different than Statewide Rate
413,Strong Memorial Hosp,Western NY - Rochester,Western NY - Rochester,Non-Emergency PCI,2011,625,5,0.8,0.61,0.85,0.27,1.99,Rate not different than Statewide Rate
1,Albany Medical Center,Capital District,Capital District,Emergency PCI,2009-2011,470,17,3.62,2.51,4.35,2.53,6.96,Rate not different than Statewide Rate
599,Faxton - St. Lukes,Central NY,Central NY,All PCI,2012,231,4,1.73,1.13,1.54,0.41,3.94,Rate not different than Statewide Rate
0829,Ellis Hospital,Capital District,Capital District,Non-Emergency PCI,2017,335,2,0.6,0.8,0.58,0.07,2.1,Rate not different than Statewide Rate
924,Southside Hospital,NY Metro - Long Island,NY Metro - Long Island,All PCI,2010,497,3,0.6,0.53,0.96,0.19,2.8,Rate not different than Statewide Rate
411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2008-2010,809,27,3.34,2.45,4.33,2.85,6.3,Rate not different than Statewide Rate
541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,CABG,2011,364,3,0.82,1.13,0.9,0.18,2.63,Rate not different than Statewide Rate
1439,Mount Sinai Beth Israel,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2012-2014,224,14,6.25,3.03,6.55,3.58,10.99,Rate significantly higher than Statewide Rate
635,Univ. Hosp-Upstate,Central NY,Central NY,All PCI,2013,287,6,2.09,1.42,1.68,0.61,3.65,Rate not different than Statewide Rate
635,Univ. Hosp-Upstate,Central NY,Central NY,Valve or Valve/CABG,2010-2012,254,7,2.76,3.18,3.24,1.3,6.68,Rate not different than Statewide Rate
135,Champ.Valley Phys Hosp,Capital District,Capital District,CABG,2010,101,2,1.98,1.22,2.57,0.29,9.26,Rate not different than Statewide Rate
924,Southside Hospital,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2010,420,2,0.48,0.28,0.88,0.1,3.17,Rate not different than Statewide Rate
245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2011-2013,476,19,3.99,4.03,3.42,2.06,5.35,Rate not different than Statewide Rate
598,St. Elizabeth Med Ctr,Central NY,Central NY,Non-Emergency PCI,2010,912,6,0.66,0.47,0.72,0.26,1.57,Rate not different than Statewide Rate
181,Vassar Bros. Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,CABG,2013,166,1,0.6,1.48,0.75,0.01,4.15,Rate not different than Statewide Rate
541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,All PCI,2011,1592,10,0.63,1.17,0.52,0.25,0.95,Rate significantly lower than Statewide Rate
746,M I Bassett Hospital,Capital District,Capital District,Non-Emergency PCI,2013,348,3,0.86,0.57,1.12,0.23,3.28,Rate not different than Statewide Rate
135,Champ.Valley Phys Hosp,Capital District,Capital District,Non-Emergency PCI,2012,461,6,1.3,0.7,1.19,0.43,2.58,Rate not different than Statewide Rate
829,Ellis Hospital,Capital District,Capital District,CABG,2010,193,3,1.55,1.54,1.6,0.32,4.67,Rate not different than Statewide Rate
58,UHS-Wilson Med Ctr,Central NY,Central NY,Valve or Valve/CABG,2011-2013,249,11,4.42,2.53,6.04,3.01,10.8,Rate not different than Statewide Rate
527,South Nassau Com. Hosp,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2012,403,3,0.74,0.53,0.91,0.18,2.65,Rate not different than Statewide Rate
943,St. Catherine of Siena,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2008-2010,134,1,0.75,2.61,0.91,0.01,5.05,Rate not different than Statewide Rate
471,Unity Hospital,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2010-2012,216,8,3.7,3.91,2.63,1.13,5.17,Rate not different than Statewide Rate
1626,Elmhurst Hospital Ctr,Queens,NY Metro - NYC,Non-Emergency PCI,2017,292,0,0,0.46,0,0,2.15,Rate not different than Statewide Rate
527,South Nassau Com. Hosp,NY Metro - Long Island,NY Metro - Long Island,All PCI,2010,462,2,0.43,1.03,0.35,0.04,1.28,Rate not different than Statewide Rate
5,St. Peters Hospital,Capital District,Capital District,Valve or Valve/CABG,2008-2010,861,33,3.83,4.5,3.92,2.69,5.5,Rate not different than Statewide Rate
0699,Garnet Health Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2017,480,2,0.42,0.74,0.44,0.05,1.6,Rate not different than Statewide Rate
207,Buffalo General Hosp,Western NY - Buffalo,Western NY - Buffalo,Emergency PCI,2009-2011,404,10,2.48,2.25,3.32,1.59,6.1,Rate not different than Statewide Rate
1005,Glens Falls Hospital,Capital District,Capital District,Non-Emergency PCI,2017,126,1,0.79,0.44,1.42,0.02,7.9,Rate not different than Statewide Rate
210,Erie County Med Ctr,Western NY - Buffalo,Western NY - Buffalo,CABG,2011,81,0,0,0.81,0,0,6.92,Rate not different than Statewide Rate
135,Champ.Valley Phys Hosp,Capital District,Capital District,All PCI,2013,537,8,1.49,1.05,1.62,0.7,3.19,Rate not different than Statewide Rate
635,Univ. Hosp-Upstate,Central NY,Central NY,CABG,2013,70,2,2.86,2.11,2.49,0.28,8.98,Rate not different than Statewide Rate
829,Ellis Hospital,Capital District,Capital District,Emergency PCI,2010-2012,508,8,1.57,1.92,2.28,0.98,4.49,Rate not different than Statewide Rate
58,UHS - Wilson Med Ctr,Central NY,Central NY,All PCI,2011,745,8,1.07,1.17,0.89,0.38,1.75,Rate not different than Statewide Rate
563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2011-2013,530,17,3.21,3,3,1.75,4.81,Rate not different than Statewide Rate
829,Ellis Hospital,Capital District,Capital District,CABG,2013,177,2,1.13,1.5,1.38,0.16,4.99,Rate not different than Statewide Rate
135,Champ.Valley Phys Hosp,Capital District,Capital District,CABG,2011,80,2,2.5,0.88,3.53,0.4,12.75,Rate not different than Statewide Rate
756,Samaritan Hospital,Capital District,Capital District,All PCI,2012,201,1,0.5,0.54,0.93,0.01,5.16,Rate not different than Statewide Rate
1464,NYP-Columbia Presby.,Manhattan,NY Metro - NYC,Emergency PCI,2012-2014,552,27,4.89,6.34,2.27,1.5,3.3,Rate not different than Statewide Rate
116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2010-2012,340,7,2.06,2.21,2.58,1.03,5.31,Rate not different than Statewide Rate
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,Non-Emergency PCI,2014,373,3,0.8,0.67,0.89,0.18,2.59,Rate not different than Statewide Rate
1630,Long Island Jewish MC,Queens,NY Metro - NYC,Valve or Valve/CABG,2012-2014,511,8,1.57,3.62,1.38,0.59,2.71,Rate significantly lower than Statewide Rate
746,M I Bassett Hospital,Capital District,Capital District,Valve or Valve/CABG,2011-2013,102,0,0,3.05,0,0,4.07,Rate not different than Statewide Rate
1630,Long Island Jewish MC,Queens,NY Metro - NYC,Emergency PCI,2012-2014,630,9,1.43,2.43,1.73,0.79,3.28,Rate not different than Statewide Rate
0779,Good Sam - Suffern,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2017,400,3,0.75,0.88,0.67,0.13,1.94,Rate not different than Statewide Rate
210,Erie County Med Ctr,Western NY - Buffalo,Western NY - Buffalo,Non-Emergency PCI,2012,75,0,0,0.92,0,0,3.43,Rate not different than Statewide Rate
541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2012,928,5,0.54,0.68,0.51,0.16,1.19,Rate not different than Statewide Rate
977,Cayuga Med Ctr Ithaca,Central NY,Central NY,All PCI,2013,128,3,2.34,1.27,2.12,0.43,6.18,Rate not different than Statewide Rate
924,Southside Hospital,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2011,482,2,0.41,0.5,0.54,0.06,1.96,Rate not different than Statewide Rate
1,Albany Med. Ctr,Capital District,Capital District,All PCI,2013,693,15,2.16,1.52,1.63,0.91,2.69,Rate not different than Statewide Rate
0925,Good Sam-West Islip,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2017,1139,11,0.97,0.61,1.23,0.61,2.2,Rate not different than Statewide Rate
411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,Valve or Valve/CABG,2008-2010,979,56,5.72,4.94,5.32,4.02,6.91,Rate not different than Statewide Rate
0913,Huntington Hospital,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2017,454,3,0.66,0.71,0.73,0.15,2.13,Rate not different than Statewide Rate
699,Orange Regional Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2011,447,2,0.45,0.63,0.46,0.05,1.66,Rate not different than Statewide Rate
116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,CABG,2012,85,2,2.35,1.61,2.14,0.24,7.73,Rate not different than Statewide Rate
1464,NYP-Columbia Presby.,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2012-2014,2274,54,2.37,3.56,2.12,1.59,2.77,Rate significantly lower than Statewide Rate
756,Samaritan Hospital,Capital District,Capital District,Emergency PCI,2010-2012,48,0,0,1.23,0,0,17.18,Rate not different than Statewide Rate
913,Huntington Hospital,NY Metro - Long Island,NY Metro - Long Island,All PCI,2012,278,1,0.36,0.69,0.52,0.01,2.9,Rate not different than Statewide Rate
213,Mercy Hospital,Western NY - Buffalo,Western NY - Buffalo,CABG,2012,306,6,1.96,1.4,2.05,0.75,4.47,Rate not different than Statewide Rate
541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,All PCI,2012,1232,9,0.73,1.02,0.72,0.33,1.37,Rate not different than Statewide Rate
925,Good Sam-West Islip,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2012,527,3,0.57,0.45,0.82,0.16,2.38,Rate not different than Statewide Rate
135,Champ.Valley Phys Hosp,Capital District,Capital District,Emergency PCI,2010-2012,378,12,3.17,3.07,2.86,1.48,5,Rate not different than Statewide Rate
943,St. Catherine of Siena,NY Metro - Long Island,NY Metro - Long Island,All PCI,2012,248,1,0.4,0.79,0.51,0.01,2.85,Rate not different than Statewide Rate
245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2013,948,8,0.84,0.82,0.76,0.33,1.49,Rate not different than Statewide Rate
1629,Jamaica Hosp Med Ctr,Queens,NY Metro - NYC,Non-Emergency PCI,2017,134,0,0,0.64,0,0,3.32,Rate not different than Statewide Rate
58,UHS-Wilson Med Ctr,Central NY,Central NY,CABG,2013,149,6,4.03,1.98,3.74,1.37,8.14,Rate not different than Statewide Rate
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,Non-Emergency PCI,2017,1698,4,0.24,0.53,0.35,0.09,0.89,Rate not different than Statewide Rate
0885,Long Island Comm. Hosp.,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2017,352,3,0.85,0.53,1.25,0.25,3.65,Rate not different than Statewide Rate
58,UHS-Wilson Med Ctr,Central NY,Central NY,Emergency PCI,2010-2012,554,12,2.17,3.6,1.66,0.86,2.91,Rate not different than Statewide Rate
413,Strong Memorial Hosp,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2009-2011,826,20,2.42,2.65,2.76,1.69,4.26,Rate not different than Statewide Rate
694,St. Lukes Crnwll-Newbrg,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2010,287,1,0.35,0.65,0.27,0,1.52,Rate not different than Statewide Rate
215,Millard Fillmore Hosp,Western NY - Buffalo,Western NY - Buffalo,Valve or Valve/CABG,2009-2011,259,8,3.09,2.51,5.2,2.24,10.24,Rate not different than Statewide Rate
213,Mercy Hospital,Western NY - Buffalo,Western NY - Buffalo,CABG,2011,361,3,0.83,1.21,0.85,0.17,2.48,Rate not different than Statewide Rate
635,Univ. Hosp-Upstate,Central NY,Central NY,Emergency PCI,2009-2011,263,9,3.42,2.81,3.68,1.68,6.98,Rate not different than Statewide Rate
924,Southside Hospital,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2012,501,4,0.8,0.85,0.6,0.16,1.54,Rate not different than Statewide Rate
598,St. Elizabeth Med Ctr,Central NY,Central NY,All PCI,2012,708,9,1.27,1.35,0.94,0.43,1.79,Rate not different than Statewide Rate
245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2010-2012,1174,40,3.41,2.52,3.74,2.67,5.09,Rate not different than Statewide Rate
1456,Mount Sinai Hospital,Manhattan,NY Metro - NYC,Emergency PCI,2012-2014,435,16,3.68,3.84,2.82,1.61,4.58,Rate not different than Statewide Rate
181,Vassar Bros. Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Valve or Valve/CABG,2011-2013,468,13,2.78,3.44,2.79,1.48,4.77,Rate not different than Statewide Rate
746,M I Bassett Hospital,Capital District,Capital District,Valve or Valve/CABG,2008-2010,120,1,0.83,2.97,1.29,0.02,7.17,Rate not different than Statewide Rate
1005,Glens Falls Hospital,Capital District,Capital District,Non-Emergency PCI,2014,107,0,0,0.48,0,0,5.29,Rate not different than Statewide Rate
471,Unity Hospital,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2011-2013,224,12,5.36,3.58,4.21,2.17,7.35,Rate not different than Statewide Rate
